isin,ticker,name,yahoo_symbol,yahoo_name
DE000ETFL557,D6RS,Deka MSCI EMU Climate Change ESG UCITS ETF,D6RS.DE,Deka MSCI EMU Climate Change ESG CTB UCITS ETF
IE00BLRPQM83,GBPC,L&G GBP Corporate Bond Screened UCITS ETF GBP Dist,GBPC.L,L&G GBP Corporate Bond Screened UCITS ETF GBP Distributing
IE00B6YX5B26,SPYV,State Street SPDR S&P Emerging Markets Dividend Aristocrats UCITS ETF USD,SPYV.DE,State Street SPDR S&P Emerging Markets Dividend Aristocrats UCITS ETF
IE00BF3N7219,IBC7,iShares Fallen Angels High Yield Corp Bond UCITS ETF EUR Hedged (Dist),IBC7.DE,iShares Fallen Angels High Yield Corp Bond UCITS ETF
NL0010273801,VIGB,VanEck iBoxx EUR Sovereign Capped AAA-AA 1-5 UCITS ETF,VIGB.DE,VanEck iBoxx EUR Sovereign Capped AAA-AA 1-5 UCITS ETF
LU0292106084,DXSL,Xtrackers MSCI Europe Industrials Screened UCITS ETF 1C,DXSL.DE,Xtrackers MSCI Europe Industrials Screened UCITS ETF 1C
IE00BYT5CV85,UIQ1,UBS CMCI ex-Agriculture SF UCITS ETF hEUR acc,UIQ1.DE,UBS CMCI ex-Agriculture SF UCITS ETF hEUR acc
IE00BS7K8821,SYB4,State Street SPDR Bloomberg 3-5 Year Euro Government Bond UCITS ETF EUR,SYB4.DE,State Street SPDR Bloomberg 3-5 Year Euro Government Bond UCITS ETF
LU1681048556,AFIA,Amundi ETF S&P 500 Buyback UCITS ETF USD,BYBU.PA,Amundi Index Solutions - Amundi S&P 500 Buyback ETF-C USD
DE000ETFL136,EL4M,Deka iBoxx EUR Liquid Sovereign Diversified 3-5 UCITS ETF,EL4M.DE,Deka iBoxx EUR Liquid Sovereign Diversified 3-5 UCITS ETF
LU2533810276,BJLC,BNP Paribas Easy ECPI Circular Economy Leaders UCITS ETF USD,BJLC.DE,BNP Paribas Easy ECPI Circular Economy Leaders
IE00BYX2JD69,2B7K,iShares MSCI World SRI UCITS ETF EUR (Acc),2B7K.DE,iShares MSCI World SRI UCITS ETF EUR (Acc)
IE00BDZZTM54,2B7J,iShares MSCI World SRI UCITS ETF USD (Dist),2B7J.DE,iShares MSCI World SRI UCITS ETF
IE00B27YCN58,IUSD,iShares MSCI World Islamic UCITS ETF,IUSD.DE,iShares MSCI World Islamic UCITS ETF USD (Dist)
IE00BYYLVH00,BCFU,UBS BBG Commodity CMCI SF UCITS ETF USD acc,BCFU.DE,UBS BBG Commodity CMCI SF UCITS ETF USD acc
IE00BYXYX521,XAAG,Invesco Bloomberg Commodity ex-Agriculture UCITS ETF Acc,XAAG.DE,Invesco Bloomberg Commodity ex-Agriculture UCITS ETF
IE00B52XQP83,IBC4,iShares MSCI South Africa UCITS ETF,IBC4.DE,iShares MSCI South Africa UCITS ETF USD (Acc)
DE000ETFL383,EFQ8,Deka iBoxx EUR Liquid Non-Financials Diversified UCITS ETF,EFQ8.DE,Deka iBoxx EUR Liquid Non-Financials Diversified UCITS ETF
IE00B598DX38,DCCHAS,UBS BBG Commodity Index SF UCITS ETF hCHF acc,DCCHAS.SW,UBS BBG Commodity Index SF UCITS ETF hCHF acc
LU2037748345,AMEC,Amundi MSCI Smart Cities UCITS ETF - Acc,AMEC.DE,Amundi MSCI Smart Cities UCITS ETF ACC
IE00BD9MMC32,JG15,JPMorgan BetaBuilders UK Gilt 1-5 UCITS ETF - GBP (Dist),JG15.L,JPMorgan ETFs (Ireland) ICAV - BetaBuilders UK Gilt 1-5 yr UCITS ETF
LU2365458145,ASRS,BNP Paribas Easy ECPI Global ESG Hydrogen Economy UCITS ETF EUR,ASRS.DE,BNP Paribas Easy ECPI Global ESG Hydrogen Economy
IE000WP7CVZ7,WELV,Amundi S&P Global Materials ESG UCITS ETF DR EUR (D),WELV.DE,Amundi ETF ICAV - Amundi S&P World Materials Screened UCITS ETF Dist
JE00B78NNS84,00XK,WisdomTree Broad Commodities - EUR Daily Hedged,,
IE0008471009,EUN2,iShares Core EURO STOXX 50 UCITS ETF EUR (Dist),EUN2.DE,iShares Core EURO STOXX 50 UCITS ETF EUR (Dist)
IE00BYVJRR92,QDVR,iShares MSCI USA SRI UCITS ETF USD (Acc),QDVR.DE,iShares MSCI USA SRI UCITS ETF USD (Acc)
IE00B4PY7Y77,IS0R,iShares USD High Yield Corporate Bond UCITS ETF USD (Dist),IS0R.DE,iShares $ High Yield Corp Bond UCITS ETF USD (Dist)
LU0969639128,UEF4,UBS Core BBG EUR Gov 1-10 UCITS ETF EUR dis,UEF4.DE,UBS Core BBG EUR Gov 1-10 UCITS ETF EUR dis
IE00B7LW6Y90,IS0M,iShares Italy Government Bond UCITS ETF EUR (Dist),IS0M.DE,iShares Italy Govt Bond UCITS ETF EUR (Dist)
LU1900066207,LBRA,Amundi MSCI Brazil UCITS ETF Acc,LBRA.DE,Amundi MSCI Brazil UCITS ETF
IE00BKY4W127,PCOM,WisdomTree Broad Commodities UCITS ETF USD Unhedged Acc,PCOM.DE,WisdomTree Broad Commodities UCITS ETF - USD Acc
IE00BZ173T46,36B6,iShares MSCI USA SRI UCITS ETF USD (Dist),36B6.DE,iShares MSCI USA SRI UCITS ETF USD (Dist)
IE00BMW42637,ESIE,iShares MSCI Europe Energy Sector UCITS ETF EUR (Acc),ESIE.DE,iShares MSCI Europe Energy Sector UCITS ETF
IE00BZ56RN96,WTEQ,WisdomTree Global Quality Dividend Growth UCITS ETF USD,WTEQ.DE,WisdomTree Global Quality Dividend Growth UCITS ETF - USD
LU2572256662,AHYI,Amundi PEA Dow Jones Industrial Average UCITS ETF Dist,AHYI.DE,Amundi PEA Dow Jones Industrial Average UCITS ETF
LU0592217524,XMKA,Xtrackers MSCI EFM Africa Top 50 Capped Swap UCITS ETF 1C,XMKA.DE,Xtrackers MSCI Africa Top 50 Swap UCITS ETF 1C
IE00BN7J5Z03,FASE,Invesco FTSE All Share Screened & Tilted UCITS ETF Dist,FASE.L,Invesco Markets II plc - Invesco FTSE All Share Screened & Tilted UCITS ETF
LU1681047400,X13U,Amundi Core EURO STOXX 50 UCITS ETF USD Acc,C50U.PA,Amundi Core EURO STOXX 50 UCITS ETF USD Acc
LU1437025023,GNAZ,Amundi MSCI UK IMI SRI Climate Paris Aligned UCITS ETF - EUR (C),C1U.PA,Amundi MSCI UK IMI SRI Climate Paris Aligned - UCITS ETF DR - EUR (C)
IE000SB9GY21,JGHD,JPMorgan Global High Yield Corporate Bond Multi-Factor UCITS ETF USD (dist),JGHD.L,JPMorgan ETFs (Ireland) ICAV Global High Yield Corporate Bond Multi-Factor Active UCITS ETF USD Inc
IE000SBHVL31,ABIT,AXA IM ACT Biodiversity Equity UCITS ETF USD Acc,ABIT.DE,BNP PARIBAS EASY II Biodiversity UCITS ETF - USD Acc
IE0007M3MLF3,WGRU,WisdomTree Global Quality Dividend Growth UCITS ETF EUR Hedged Acc,WGRU.DE,WisdomTree Global Quality Dividend Growth UCITS ETF - EUR Hedged Acc
IE0003RA2ZR3,FASA,Invesco FTSE All Share Screened & Tilted UCITS ETF Acc,FASA.L,Invesco Markets II plc - Invesco FTSE All Share Screened & Tilted UCITS ETF Acc
IE0006OIQXE9,FFGH,Fidelity Global HY Corp Bond Research Enhanced PAB UCITS ETF INC-USD,FFGH.DE,Fidelity Global HY Corp Bond Research Enhanced PAB UCITS ETF Inc
BGROBET05176,ROX,Expat Romania BET UCITS ETF,ROX.DE,Expat Romania BET - BK UCITS ETF
IE00B4QNJJ23,LUK2,L&G FTSE 100 Leveraged (Daily 2x) UCITS ETF,LUK2.L,L&G FTSE 100 Leveraged (Daily 2x) UCITS ETF
IE00BZ0G8B96,ZPDJ,State Street SPDR MSCI Japan UCITS ETF JPY Unhedged,ZPDJ.DE,State Street SPDR MSCI Japan UCITS ETF
LU1598691217,LYT5,Amundi Italy BTP Government Bond 10Y UCITS ETF Acc,BTP10.MI,Amundi Italy BTP Government Bond 10Y UCITS ETF Acc
IE00BKWQ0F09,SPYN,State Street SPDR MSCI Europe Energy UCITS ETF EUR,SPYN.DE,State Street SPDR MSCI Europe Energy UCITS ETF
IE00BYYLVK39,BCCMS,UBS BBG Commodity CMCI SF UCITS ETF hCHF acc,BCCMS.SW,UBS BBG Commodity CMCI SF UCITS ETF hCHF acc
LU0460391732,XSVT,Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF 2C,XSVT.DE,Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF 2C USD
LU1598689153,LGWU,Amundi MSCI EMU Small Cap ESG Broad Transition UCITS ETF Dist,LGWU.DE,Amundi MSCI EMU Small Cap ESG Broad Transition UCITS ETF DIST
IE00B296QM64,IUSF,iShares MSCI USA Islamic UCITS ETF,ISDU.L,iShares MSCI USA Islamic UCITS ETF USD (Dist)
IE00BF0BCP69,ETLF,L&G All Commodities UCITS ETF,ETLF.DE,L&G All Commodities UCITS ETF
DE0006289390,EXI3,iShares Dow Jones Industrial Average UCITS ETF (DE),EXI3.DE,iShares Dow Jones Industrial Average UCITS ETF (DE)
IE00BYWZ0333,2B7F,iShares Automation & Robotics UCITS ETF,2B7F.DE,iShares Automation & Robotics UCITS ETF
IE00BPRCH686,SMLN,Invesco JPX-Nikkei 400 UCITS ETF,SMLN.DE,Invesco JPX-Nikkei 400 UCITS ETF
IE000MELAE65,CEBM,iShares MSCI World Energy Sector Advanced UCITS ETF USD (Dist),WENE.MI,iShares MSCI World Energy Sector Advanced UCITS ETF USD Inc
IE00BKSBGT50,FEUR,Fidelity Europe Equity Research Enhanced UCITS ETF ACC-Euro,FEUR.DE,Fidelity Europe Equity Research Enhanced UCITS ETF EUR Acc
LU1681041544,X13N,Amundi MSCI Europe Small Cap ESG Broad Transition UCITS ETF Acc,CEM.PA,Amundi MSCI Europe Small Cap ESG Broad Transition UCITS ETF Acc
IE00BMD8KP97,EQQJ,Invesco Nasdaq Next Generation 100 UCITS ETF Acc,EQQJ.DE,Invesco NASDAQ Next Generation 100 UCITS ETF Acc
JE00BN7KB557,OD7B,WisdomTree Coffee,COFF.L,
IE000HH3SU50,6RF0,iShares MSCI Europe Paris-Aligned Climate UCITS ETF EUR (Dist),EPAD.AS,iShares MSCI Europe Paris-Aligned Climate UCITS ETF EUR Dist
IE00BL643144,ROE,Goshawk Global Balanced Fund UCITS ETF Accumulating,ROE.DE,Goshawk Global Balanced UCITS ETF
IE00BK9YKZ79,MIST,PIMCO US Dollar Short Maturity UCITS ETF GBP Hedged Acc,MIST.L,PIMCO US Dollar Short Maturity UCITS ETF Institutional GBP (Hedged) Accumulation
IE00BD6RZZ53,DHSG,WisdomTree US Equity Income UCITS ETF GBP Hedged Acc,DHSG.L,WisdomTree US Equity Income UCITS ETF - GBP Hedged Acc
IE00BDFL4P12,SXRS,iShares Diversified Commodity Swap UCITS ETF,SXRS.DE,iShares Diversified Commodity Swap UCITS ETF
LU1079841513,EUPC,Ossiam Shiller Barclays CAPE® US Sector Value TR UCITS ETF 1C (USD),EUPC.DE,Ossiam Shiller Barclays Cape US Sector Value TR 1C (USD)
IE00BKP5L730,SLMG,iShares J.P. Morgan Advanced USD EM Bond UCITS ETF EUR Hedged (Acc),SLMG.DE,iShares J.P. Morgan Advanced $ EM Bond UCITS ETF EUR Hedged (Acc)
IE00BSPLC413,ZPRV,State Street SPDR MSCI USA Small Cap Value Weighted UCITS ETF USD,ZPRV.DE,State Street SPDR MSCI USA Small Cap Value Weighted UCITS ETF USD Acc
IE00B4MCHD36,QDVK,iShares S&P 500 Consumer Discretionary Sector UCITS ETF (Acc),QDVK.DE,iShares S&P 500 Consumer Discretionary Sector UCITS ETF USD (Acc)
LU1079841273,USCP,Ossiam Shiller Barclays CAPE® US Sector Value TR UCITS ETF 1C (EUR),USCP.DE,Ossiam Shiller Barclays Cape US Sector Value TR 1C (EUR)
IE00BF3N7102,IBC2,iShares USD High Yield Corporate Bond UCITS ETF EUR Hedged (Dist),IBC2.DE,iShares $ High Yield Corp Bond UCITS ETF
LU1547515137,ASRD,BNP Paribas Easy JPM ESG EMBI Global Diversified Composite UCITS ETF EUR Hedged,ASRD.DE,BNP Paribas Easy JPM Screened EMBI Global Diversified Composite UCITS ETF H EUR Capitalisation
IE00BLRPQK69,UKG5,L&G UK Gilt 0-5 Year UCITS ETF,UKG5.L,L&G UK Gilt 0-5 Year UCITS ETF
DE000A0H0728,EXXY,iShares Diversified Commodity Swap UCITS ETF (DE),EXXY.DE,iShares Diversified Commodity Swap UCITS ETF (DE)
IE00BKWQ0M75,SPYS,State Street SPDR MSCI Europe Small Cap UCITS ETF EUR,SMCX.MI,State Street SPDR MSCI Europe Small Cap UCITS ETF
LU0292109344,XMBR,Xtrackers MSCI Brazil UCITS ETF 1C,XMBR.DE,Xtrackers MSCI Brazil UCITS ETF 1C
IE00BZ173V67,3SUR,iShares MSCI USA SRI UCITS ETF EUR Hedged (Dist),3SUR.DE,iShares MSCI USA SRI UCITS ETF
IE00BGQYRR35,XUCD,Xtrackers MSCI USA Consumer Discretionary UCITS ETF 1D,XUCD.DE,Xtrackers MSCI USA Consumer Discretionary UCITS ETF 1D
LU0292106167,XDBC,Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF 1C EUR Hedged,XDBC.DE,Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF 1C EUR Hedged
IE00BYYLVJ24,BCFE,UBS BBG Commodity CMCI SF UCITS ETF hEUR acc,BCFE.DE,UBS BBG Commodity CMCI SF UCITS ETF hEUR acc
IE00BCLWRB83,IS3F,iShares USD Corporate Bond Interest Rate Hedged UCITS ETF,IS3F.DE,iShares $ Corp Bond Interest Rate Hedged UCITS ETF USD (Dist)
IE00BGQ0J979,AYE8,iShares J.P. Morgan USD EM Bond UCITS ETF CHF (Acc),EMCH.SW,iShares J.P. Morgan $ EM Bond UCITS ETF CHF Hedged (Acc)
LU1681039050,JPNY,Amundi JPX Nikkei 400 UCITS ETF JPY,JP40.DE,Amundi Index Solutions - Amundi JPX-Nikkei 400
IE00BP2C0316,HPAE,HSBC MSCI Europe Climate Paris Aligned UCITS ETF EUR Acc,HPAE.DE,HSBC ETFs PLC - HSBC MSCI Europe Climate Paris Aligned UCITS ETF
IE00BKY53D40,R390,HSBC UK SCREENED EQUITY UCITS ETF GBP,HSUK.PA,HSBC UK Screened Equity UCITS ETF
IE0006FFX5U1,XNNV,Xtrackers MSCI Innovation UCITS ETF 1C,XNNV.DE,Xtrackers MSCI Innovation UCITS ETF 1C USD Acc
IE00BD6FTQ80,CMOD,Invesco Bloomberg Commodity UCITS ETF Acc,CMOD.MI,Invesco Bloomberg Commodity UCITS ETF
GB00BLD4ZL17,BITC,CoinShares Physical Bitcoin,,
IE00B3VTML14,SXRP,iShares Euro Government Bond 3-7yr UCITS ETF (Acc),SXRP.DE,iShares VII PLC - iShares € Govt Bond 3-7yr ETF EUR Acc
GB00BJYDH287,WBIT,WisdomTree Physical Bitcoin,WBTC-ETFP.MI,WisdomTree Physical Bitcoin
IE00BZ56SW52,WTEM,WisdomTree Global Quality Dividend Growth UCITS ETF USD Acc,WTEM.DE,WisdomTree Global Quality Dividend Growth UCITS ETF - USD Acc
IE00B7N3YW49,PJSC,PIMCO US Short-Term High Yield Corporate Bond UCITS ETF Dist,STHY.MI,PIMCO Advantage US Short-Term High Yield Corporate Bond UCITS ETF Inc
LU0322248146,DXS0,Xtrackers SLI UCITS ETF 1D,DXS0.DE,Xtrackers SLI UCITS ETF
CH1199067674,21BC,21shares Bitcoin Core ETP,21BC.DE,21Shares AG                   O
IE00B8KGV557,EUNZ,iShares Edge MSCI EM Minimum Volatility UCITS ETF,EUNZ.DE,iShares Edge MSCI EM Minimum Volatility UCITS ETF USD (Acc)
LU1681037781,TPXU,Amundi Japan Topix UCITS ETF JPY,TPXY.PA,Amundi Index Solutions - Amundi Japan Topix UCITS ETF-C JPY
LU2278080713,XCMC,Xtrackers Bloomberg Commodity Swap UCITS ETF 1C,XCMC.DE,Xtrackers Bloomberg Commodity Swap UCITS ETF 1C - USD
IE00B6S2Z822,SPYG,State Street SPDR S&P UK Dividend Aristocrats UCITS ETF GBP,SPYG.DE,State Street SPDR S&P UK Dividend Aristocrats UCITS ETF
IE00BL6K8C82,CBUA,iShares MSCI Europe Paris-Aligned Climate UCITS ETF EUR (Acc),CBUA.DE,iShares MSCI Europe Paris-Aligned Climate UCITS ETF
IE00BH361H73,XDND,Xtrackers MSCI North America High Dividend Yield UCITS ETF 1C,XDND.DE,Xtrackers MSCI North America High Dividend Yield UCITS ETF 1C
IE00BWBXM278,ZPDD,State Street SPDR S&P U.S. Consumer Discretionary Select Sector UCITS ETF USD,ZPDD.DE,State Street SPDR S&P U.S. Consumer Discretionary Select Sector UCITS ETF
LU1659681230,ZSRN,BNP Paribas Easy MSCI Emerging SRI PAB UCITS ETF EUR Acc,ZSRN.DE,BNP Paribas Easy MSCI Emerging SRI PAB UCITS ETF EUR Capitalisation
DE000ETFL540,D6RT,Deka MSCI Germany Climate Change ESG UCITS ETF,D6RT.DE,Deka MSCI Germany Climate Change ESG CTB UCITS ETF
LU2611732129,C006,Amundi F.A.Z. 100 UCITS ETF Dist,C006.DE,Amundi Index Solutions - Amundi F.A.Z. 100 UCITS ETF EUR Distributing
LU0322253732,DX2I,Xtrackers MSCI Europe Screened UCITS ETF 1C,DX2I.DE,Xtrackers MSCI Europe Screened UCITS ETF 1C
LU1437025296,ACU5,Amundi MSCI UK IMI SRI Climate Paris Aligned UCITS ETF - GBP (C),FTSE.PA,Amundi MSCI UK IMI SRI Climate Paris Aligned - UCITS ETF DR - GBP (C)
LU1681038912,JP40,Amundi JPX Nikkei 400 UCITS ETF EUR (C),JP40.DE,Amundi Index Solutions - Amundi JPX-Nikkei 400
IE00BLDGHF56,SPXPW,UBS US Equity Defensive Put Write SF UCITS ETF USD acc,SPXPW.SW,UBS US Equity Defensive Put Write SF UCITS ETF USD acc
LU1659681313,XU6C,BNP Paribas Easy MSCI Emerging SRI PAB UCITS ETF EUR Dis,XU6C.DE,BNP Paribas Easy MSCI Emerging SRI PAB UCITS ETF EUR Distribution
IE000AIFGRB9,WDEE,Invesco S&P World Energy Targeted & Screened UCITS ETF Acc,WDEE.DE,Invesco Markets II plc - Invesco S&P World Energy Targeted & Screened UCITS ETF
LU2469335371,AMEG,Amundi MSCI Emerging Markets SRI Climate Paris Aligned UCITS ETF DR - GBP (D),AMEG.L,Amundi MSCI Emerging Markets SRI Climate Paris Aligned - UCITS ETF DR - GBP (D)
IE00BN4Q0933,AW13,UBS MSCI Europe Climate Paris Aligned UCITS ETF EUR acc,AW13.DE,UBS MSCI Europe Climate Paris Aligned UCITS ETF EUR acc
GB00BLBDZV05,BT0Y,Global X Bitcoin ETP,BTCX-USD.SW,Global X Bitcoin ETP
LU0950671825,JPNA,UBS Core MSCI Japan UCITS ETF JPY acc,JPNA.MI,UBS Core MSCI Japan UCITS ETF JPY acc
LU1931974775,PR1J,Amundi Prime Japan UCITS ETF DR (D),PR1J.DE,Amundi Index Solutions - Amundi Prime Japan UCITS ETF DR
LU0136240974,UIM5,UBS Core MSCI Japan UCITS ETF JPY dis,UIM5.DE,UBS Core MSCI Japan UCITS ETF JPY dis
IE0008470928,EUN1,iShares STOXX Europe 50 UCITS ETF,EUN1.DE,iShares STOXX Europe 50 UCITS ETF EUR (Dist)
LU1446552652,CAPH,Ossiam Shiller Barclays CAPE® US Sector Value TR UCITS ETF 1C (EUR Hedged),,
XS2434891219,FBTC,Fidelity Physical Bitcoin ETP,FBTC.MI,Fidelity Physical Bitcoin ETP
LU1079842321,EUPE,Ossiam Shiller Barclays CAPE® Europe Sector Value TR UCITS ETF 1C (EUR),EUPE.DE,Ossiam Shiller Barclays Cape Europe Sector Value TR UCITS ETF 1C EUR Acc
IE000RLUE8E9,PAUS,Invesco MSCI USA ESG Climate Paris Aligned UCITS ETF Acc,PAUS.DE,Invesco MSCI USA ESG Climate Paris Aligned UCITS ETF
LU2059756754,ACUG,Amundi MSCI Emerging Markets SRI Climate Paris Aligned UCITS ETF DR (D),ACUG.DE,Amundi MSCI Emerging Markets SRI Climate Paris Aligned - UCITS ETF DR (D)
LU1953137681,EMUS,BNP Paribas Easy MSCI EMU SRI S-Series PAB 5% Capped UCITS ETF,EMUS.DE,BNP Paribas Easy MSCI EMU SRI PAB UCITS ETF Capitalisation
LU2109787635,SRHE,Amundi MSCI EMU SRI Climate Paris Aligned UCITS ETF DR (C),SRHE.DE,Amundi MSCI EMU SRI Climate Paris Aligned - UCITS ETF DR (C)
IE00BF4J0300,CMOE,Invesco Bloomberg Commodity UCITS ETF EUR hedged Acc,CMOE.DE,Invesco Bloomberg Commodity UCITS ETF EUR Hedged
LU1169830442,UC94,UBS MSCI Switzerland 20/35 UCITS ETF hGBP dis,UC94.L,UBS MSCI Switzerland 20/35 UCITS ETF hGBP dis
DE000ETFL433,ELF0,Deka DAX ex Financials 30 UCITS ETF,ELF0.DE,Deka DAX ex Financials 30 UCITS ETF
DE000A3GK2N1,XBTI,DDA Physical Bitcoin ETP,XBTI.DE,DDA ETP GmbH                  O
LU1169830525,UC93,UBS MSCI Switzerland 20/35 UCITS ETF hGBP acc,UC93.L,UBS MSCI Switzerland 20/35 UCITS ETF hGBP acc
LU2446381555,ASRV,BNP Paribas Easy ESG Eurozone Biodiversity Leaders PAB UCITS ETF,ASRV.DE,BNP Paribas Easy ESG Eurozone Biodiversity Leaders PAB
IE00BMH5YS76,DRVG,Global X Autonomous & Electric Vehicles UCITS ETF USD Distributing,DRVG.L,Global X Autonomous & Electric Vehicles UCITS ETF USD Inc
LU0411075376,DBPE,Xtrackers LevDAX Daily Swap UCITS ETF 1C,DBPE.DE,Xtrackers LevDAX Daily Swap UCITS ETF 1C
LU1781541252,LCUJ,Amundi Core MSCI Japan UCITS ETF Acc,LCUJ.DE,Amundi Core MSCI Japan UCITS ETF Acc
IE00BYXYYL56,IS00,iShares USD High Yield Corporate Bond UCITS ETF USD (Acc),IHYA.L,iShares $ High Yield Corp Bond UCITS ETF USD (Acc)
LU1861138961,AMEI,Amundi MSCI Emerging Markets SRI Climate Paris Aligned UCITS ETF DR (C),AMEI.DE,Amundi MSCI Emerging Markets SRI Climate Paris Aligned - UCITS ETF DR (C)
DE0005933964,EXI1,iShares SLI UCITS ETF (DE),EXI1.DE,iShares SLI UCITS ETF (DE)
LU2089238385,PRAJ,Amundi Prime Japan UCITS ETF DR (C),PRAJ.DE,Amundi Index Solutions - Amundi Prime Japan UCITS ETF DR (C)
IE00B2QWDY88,IUS4,iShares MSCI Japan Small Cap UCITS ETF (Dist),IUS4.DE,iShares MSCI Japan Small Cap UCITS ETF USD (Dist)
LU2090063673,NADA,Amundi Core MSCI Japan UCITS ETF Dist,NADA.DE,Amundi Core MSCI Japan UCITS ETF Dist
LU1681037609,XAMY,Amundi Japan Topix UCITS ETF EUR,TPXE.PA,Amundi Index Solutions - Amundi Japan Topix UCITS ETF-C EUR
LU2382233182,GCSG,Amundi Global Corporate SRI 1-5Y UCITS ETF DR Hedged GBP (C),GCSG.L,Amundi Index Solutions - Amundi Global Corporate Bond 1-5Y ESG - UCITS ETF DR - HEDGED GBP (C)
LU0599613147,OSX6,Ossiam STOXX Europe 600 ESG Equal Weight NR UCITS ETF 1C (EUR),OSX6.DE,Ossiam STOXX Europe 600 ESG Equal Weight NR UCITS ETF 1C (EUR)
IE00BYZ28W67,2B7I,iShares Core FTSE 100 UCITS ETF USD Hedged (Acc),ISFD.L,iShares Core FTSE 100 UCITS ETF USD Hedged (Acc)
IE00BNC0MD55,AW1I,UBS MSCI Japan Universal UCITS ETF JPY acc,AW1I.DE,UBS MSCI Japan Universal UCITS ETF JPY acc
GB00B15KY989,OD7V,WisdomTree Broad Commodities,AIGC.L,
LU1280300853,EUSR,UBS MSCI EMU Socially Responsible UCITS ETF hGBP dis,EUSR.L,UBS MSCI EMU Socially Responsible UCITS ETF hGBP dis
LU1940199984,BUN5,Amundi MSCI Europe ESG Selection UCITS ETF EUR Hedged Acc,ESGH.MI,Amundi MSCI Europe ESG Selection UCITS ETF EUR Hedged Acc
IE000PPEL1I4,LNXB,Investlinx Balanced Income UCITS ETF ETF A EUR Capitalisation,LNXB.DE,Investlinx Balanced Income UCITS ETF
IE000UDV9YG1,EYED,iShares MSCI Europe Energy Sector UCITS ETF EUR (Dist),EYED.L,iShares MSCI Europe Energy Sector UCITS ETF EUR (Dist)
IE00BDF16114,WTD7,WisdomTree Europe SmallCap Dividend UCITS ETF Acc,WTD7.DE,WisdomTree Europe SmallCap Dividend UCITS ETF - Acc
DE000PB8C0P8,B4NQ,BNPP Kupfer (TR) ETC,B4NQ.DE,BNP Paribas Issuance B.V.     O
LU2368674631,CUIK,Amundi MSCI UK IMI SRI Climate Paris Aligned UCITS ETF - EUR (D),CUIK.DE,Amundi MSCI UK IMI SRI Climate Paris Aligned - UCITS ETF DR - EUR (D)
IE00BMH5YR69,DR7E,Global X Autonomous & Electric Vehicles UCITS ETF USD Accumulating,DR7E.DE,Global X Autonomous & Electric Vehicles UCITS ETF USD Acc
IE000MO2MB07,WTRE,WisdomTree New Economy Real Estate UCITS ETF USD Acc,WTRE.DE,WisdomTree New Economy Real Estate UCITS ETF - USD Acc
IE000X9TLGN8,WTER,WisdomTree New Economy Real Estate UCITS ETF USD Dist,WTER.DE,WisdomTree New Economy Real Estate UCITS ETF - USD
FR0013209921,WLDX,Amundi MSCI World Ex USA Screened UCITS ETF Acc,FR0013209921.SG,
FR0010245514,LYY4,Amundi Japan TOPIX II UCITS ETF EUR Dist,LYY4.DE,Amundi Japan TOPIX II UCITS ETF
LU2368674045,EAHG,Amundi Index Euro Aggregate SRI UCITS ETF DR Hedged GBP (C),EAHG.L,Amundi Index Solutions - Amundi Index Euro AGG SRI
LU0252634307,LYY8,Amundi LevDax Daily (2x) leveraged UCITS ETF Acc,LYY8.DE,Amundi LevDax Daily (2x) leveraged UCITS ETF
LU2090062600,LVDX,Amundi LevDax Daily (2x) leveraged UCITS ETF Dist,LVDX.DE,Amundi LevDax Daily (2x) leveraged UCITS ETF Dist
IE00B5M4WH52,IUSP,iShares J.P. Morgan EM Local Government Bond UCITS ETF,IUSP.DE,iShares J.P. Morgan EM Local Govt Bond UCITS ETF USD (Dist)
LU1940199711,LEAD,Amundi MSCI Europe ESG Selection UCITS ETF Acc,LEAD.DE,Amundi MSCI Europe ESG Selection UCITS ETF Acc
IE00B4WPHX27,ETL2,L&G Longer Dated All Commodities UCITS ETF,ETL2.DE,L&G Longer Dated All Commodities UCITS ETF
IE00BCRY6003,IS3K,iShares USD Short Duration High Yield Corporate Bond UCITS ETF,IS3K.DE,iShares $ Short Duration High Yield Corp Bond UCITS ETF
LU1681044308,X13Z,Amundi MSCI Europe ex Switzerland ESG Broad Transition UCITS ETF Acc,CS9.PA,Amundi MSCI Europe ex Switzerland ESG Broad Transition UCITS ETF Acc
IE00BKW9SW28,IGCB,Invesco GBP Corporate Bond UCITS ETF Dist,IGCB.L,Invesco GBP Corporate Bond UCITS ETF Dist
IE00B58HMN42,CCEUAS,UBS CMCI Composite SF UCITS ETF hEUR acc,CCEUAS.MI,UBS CMCI Composite SF UCITS ETF hEUR acc
IE00BFD2H405,SKYE,First Trust Cloud Computing UCITS ETF Acc,SKYE.DE,First Trust Cloud Computing UCITS ETF Class A USD Accumulation
XS2376095068,BTIC,Invesco Physical Bitcoin,BTIC.SW,Invesco Physical Bitcoin ETN
IE00BMW42413,ESIT,iShares MSCI Europe Information Technology Sector UCITS ETF EUR (Acc),ESIT.DE,iShares MSCI Europe Information Technology Sector UCITS ETF
